0,1,64
208,2,64
216,3,64
227,4,64
234,5,64
241,6,64
244,7,64
250,8,64
258,9,64
262,10,64
268,11,64
273,12,64
283,13,64
284,14,64
287,15,64
296,16,64
301,17,64
307,18,64
312,19,64
318,20,64
326,21,64
329,22,64
335,23,64
340,24,64
346,25,64
353,26,64
357,27,64
364,28,64
370,29,64
373,30,64
380,31,64
386,32,64
391,33,64
397,34,64
407,35,64
407,36,64
415,37,64
421,38,64
425,39,64
431,40,64
437,41,64
441,42,64
449,43,64
454,44,64
459,45,64
465,46,64
471,47,64
475,48,64
482,49,64
488,50,64
493,51,64
499,52,64
504,53,64
509,54,64
516,55,64
522,56,64
526,57,64
535,58,64
540,59,64
540,60,64
540,61,64
540,62,64
540,63,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
540,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
543,64,64
547,64,64
554,64,64
555,64,64
564,64,64
570,64,64
576,64,64
581,64,64
588,64,64
594,64,64
598,64,64
604,64,64
610,64,64
615,64,64
621,64,64
627,64,64
632,64,64
638,64,64
641,64,64
649,64,64
655,64,64
660,64,64
667,64,64
673,64,64
677,64,64
684,64,64
689,64,64
694,64,64
703,64,64
706,64,64
709,64,64
716,64,64
723,64,64
726,64,64
734,64,64
740,64,64
747,64,64
752,64,64
760,64,64
761,64,64
768,64,64
776,64,64
777,64,64
784,65,64
792,65,64
796,65,64
802,65,64
808,65,64
811,65,64
818,65,64
826,65,64
831,65,64
837,65,64
842,65,64
847,65,64
854,65,64
858,65,64
862,65,64
870,65,64
877,65,64
881,65,64
890,65,64
895,65,64
898,65,64
904,65,64
911,65,64
916,65,64
922,65,64
927,65,64
932,65,64
938,65,64
944,65,64
950,65,64
957,65,64
967,65,64
969,65,64
972,65,64
978,65,64
983,65,64
991,65,64
995,65,64
1000,65,64
1008,65,64
1012,65,64
1017,65,64
1026,65,64
1029,65,64
1035,65,64
1040,65,64
1045,65,64
1051,65,64
1057,65,64
1063,65,64
1068,65,64
1074,65,64
1080,65,64
1086,65,64
1096,65,64
1099,65,64
1102,65,64
1108,65,64
1115,65,64
1118,65,64
1125,65,64
1128,65,64
1136,65,64
1142,65,64
1148,65,64
1153,66,64
1162,66,64
1162,66,64
1170,66,64
1176,66,64
1179,66,64
1187,66,64
1193,66,64
1196,66,64
1204,66,64
1209,66,64
1213,66,64
1221,66,64
1226,66,64
1230,66,64
1241,66,64
1247,66,64
1250,66,64
1255,66,64
1261,66,64
1266,66,64
1272,66,64
1278,66,64
1282,66,64
1289,66,64
1294,66,64
1298,66,64
1306,66,64
1313,66,64
1317,66,64
1326,66,64
1329,66,64
1333,66,64
1340,66,64
1346,66,64
1348,66,64
1358,66,64
1363,66,64
1367,66,64
1373,66,64
1380,66,64
1385,66,64
1390,66,64
1397,66,64
1402,66,64
1407,66,64
1414,66,64
1419,66,64
1424,66,64
1431,66,64
1437,66,64
1442,66,64
1448,66,64
1451,66,64
1460,66,64
1465,66,64
1470,66,64
1476,66,64
1482,66,64
1487,66,64
1493,66,64
1499,66,64
1505,66,64
1510,66,64
1517,66,64
1520,66,64
1527,66,64
1533,67,64
1540,67,64
1542,67,64
1549,67,64
1553,67,64
1553,67,64
1553,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1556,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1560,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1562,67,64
1564,67,64
1564,67,64
1564,67,64
1564,67,64
1575,67,64
1577,67,64
1582,67,64
1589,67,64
1591,67,64
1600,67,64
1605,67,64
1607,67,64
1616,67,64
1622,67,64
1625,67,64
1633,67,64
1641,67,64
1645,67,64
1650,67,64
1656,67,64
1662,67,64
1667,67,64
1676,67,64
1676,67,64
1684,67,64
1691,67,64
1693,67,64
1701,67,64
1709,67,64
1712,67,64
1718,67,64
1724,67,64
1730,68,64
1736,68,64
1744,68,64
1748,68,64
1751,68,64
1758,68,64
1763,68,64
1770,68,64
1778,68,64
1778,68,64
1786,68,64
1791,68,64
1796,68,64
1803,68,64
1809,68,64
1812,68,64
1819,68,64
1826,68,64
1829,68,64
1840,68,64
1844,68,64
1845,68,64
1854,68,64
1861,68,64
1866,68,64
1871,68,64
1877,68,64
1882,68,64
1888,68,64
1894,68,64
1899,68,64
1911,68,64
1914,68,64
1916,68,64
1923,68,64
1927,68,64
1931,68,64
1939,68,64
1945,68,64
1949,68,64
1956,68,64
1961,68,64
1967,68,64
1979,68,64
1982,68,64
1982,68,64
1989,68,64
1996,68,64
1999,68,64
2007,68,64
2013,68,64
2018,68,64
2025,68,64
2030,68,64
2034,68,64
2041,68,64
2046,68,64
2051,68,64
2058,68,64
2065,68,64
2067,68,64
2075,68,64
2082,68,64
2087,68,64
2092,68,64
2098,68,64
2101,68,64
2111,68,64
2117,68,64
2121,69,64
2126,69,64
2132,69,64
2137,69,64
2142,69,64
2146,69,64
